message_type	message	enc_class	enc_member	offset	path	target_kind	target_class	target_method	target_param	target_index	target_path
DEREFERENCE_NULLABLE	dereferenced expression postingState.subscription is @Nullable	org.greenrobot.eventbus.EventBus	cancelEventDelivery(java.lang.Object)	12897	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/EventBus.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression mainThreadPoster is @Nullable	org.greenrobot.eventbus.EventBus	postToSubscription(org.greenrobot.eventbus.Subscription,java.lang.Object,boolean)	18279	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/EventBus.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression subscription is @Nullable	org.greenrobot.eventbus.EventBus	invokeSubscriber(org.greenrobot.eventbus.PendingPost)	21053	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/EventBus.java	null	null	null	null	null	null
PASS_NULLABLE	passing @Nullable parameter 'event' where @NonNull is required	org.greenrobot.eventbus.EventBus	invokeSubscriber(org.greenrobot.eventbus.Subscription,java.lang.Object)	21386	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/EventBus.java	PARAMETER	org.greenrobot.eventbus.EventBus	handleSubscriberException(org.greenrobot.eventbus.Subscription,java.lang.Object,java.lang.Throwable)	event	1	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/EventBus.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull field methodString (line 29) is initialized along all control-flow paths (remember to check for exceptions or early returns).	org.greenrobot.eventbus.SubscriberMethod	SubscriberMethod(java.lang.reflect.Method,java.lang.Class<?>,org.greenrobot.eventbus.ThreadMode,int,boolean)	1058	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/SubscriberMethod.java	null	null	null	null	null	null
METHOD_NO_INIT	initializer method does not guarantee @NonNull field subscriberInfoIndexes (line 47) is initialized along all control-flow paths (remember to check for exceptions or early returns).	org.greenrobot.eventbus.EventBusBuilder	EventBusBuilder()	1923	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/EventBusBuilder.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	org.greenrobot.eventbus.SubscriberMethodFinder$FindState	recycle()	10024	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/SubscriberMethodFinder.java	FIELD	org.greenrobot.eventbus.SubscriberMethodFinder$FindState	null	clazz	null	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/SubscriberMethodFinder.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	org.greenrobot.eventbus.SubscriberMethodFinder$FindState	moveToSuperclass()	12048	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/SubscriberMethodFinder.java	FIELD	org.greenrobot.eventbus.SubscriberMethodFinder$FindState	null	clazz	null	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/SubscriberMethodFinder.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	org.greenrobot.eventbus.SubscriberMethodFinder$FindState	moveToSuperclass()	12546	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/SubscriberMethodFinder.java	FIELD	org.greenrobot.eventbus.SubscriberMethodFinder$FindState	null	clazz	null	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/SubscriberMethodFinder.java
FIELD_NO_INIT	@NonNull static field factory not initialized	org.greenrobot.eventbus.util.ErrorDialogManager	factory	7157	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/util/ErrorDialogManager.java	FIELD	org.greenrobot.eventbus.util.ErrorDialogManager	null	factory	null	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/util/ErrorDialogManager.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull field argumentsForErrorDialog (line 51) is initialized along all control-flow paths (remember to check for exceptions or early returns).	org.greenrobot.eventbus.util.ErrorDialogManager$SupportManagerFragment	onCreate(android.os.Bundle)	1993	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/util/ErrorDialogManager.java	null	null	null	null	null	null
DEREFERENCE_NULLABLE	dereferenced expression eventBus is @Nullable	org.greenrobot.eventbus.util.ErrorDialogManager$HoneycombManagerFragment	onPause()	5208	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/util/ErrorDialogManager.java	null	null	null	null	null	null
PASS_NULLABLE	passing @Nullable parameter 'argumentsForErrorDialog' where @NonNull is required	org.greenrobot.eventbus.util.ErrorDialogManager	attachTo(android.app.Activity,boolean,android.os.Bundle)	8495	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/util/ErrorDialogManager.java	PARAMETER	org.greenrobot.eventbus.util.ErrorDialogManager	attachTo(android.app.Activity,java.lang.Object,boolean,android.os.Bundle)	argumentsForErrorDialog	3	/home/nima/Desktop/docker/benchmarks/eventbus/EventBus/src/org/greenrobot/eventbus/util/ErrorDialogManager.java
